source,relation,target,locus,note,unit
bor-sec-29,operationalizes-measure,self-report / survey scale,p.73 approx.,"Adult ADHD Self-Report Scale v1.1 (ASRS, 18 items, alpha=0.78) administered to assess attentional-deficit tendency alongside the EEG/behavioral measures (FAITHFUL-Miyauchi & Kawasaki, p.73 approx.).",bor-sec-29
bor-sec-29,operationalizes-measure,behavioral (RT / errors / performance-monitoring),p.74 approx.,"Self-paced key-press response time from melody onset to the participant's mark of subjective boredom or dislike onset, synchronized with EEG acquisition (FAITHFUL-Miyauchi & Kawasaki, p.74 approx., Results 3.1).",bor-sec-29
bor-sec-29,construct-measured-by,"mind-wandering / task-unrelated thought <- tonic theta (6-8 Hz, frontal/temporal, peak FC2/T8)",pp.74-76 approx.,"The paper's own internal construct-measure pairing: tonic theta increase differentiated boredom from dislike (p<.01) and is interpreted as the TUT-specific signal of the two-stage model (FAITHFUL-Miyauchi & Kawasaki, pp.74-76 approx., Findings #2-3).",bor-sec-29
bor-sec-29,construct-measured-by,"appraisal / internal-processing (shared boredom + dislike component) <- phasic alpha (10-12 Hz, right temporal, peak T8)",pp.74-76 approx.,"The paper's own internal construct-measure pairing: transient alpha enhancement did not differ between boredom and dislike conditions and is interpreted as indexing the appraisal/internal-processing component common to both (FAITHFUL-Miyauchi & Kawasaki, pp.74-76 approx., Findings #2-3).",bor-sec-29
bor-sec-29,construct-measured-by,situational (real-time) boredom occurrence <- self-paced key-press response time,p.76 approx.,"The paper's own internal construct-measure pairing: real-time boredom onset/occurrence, distinguished explicitly from trait boredom-proneness, is operationalized via key-press latency rather than a self-report scale (FAITHFUL-Miyauchi & Kawasaki, p.76 approx.).",bor-sec-29
bor-sec-29,defines,tonic theta (6-8 Hz) as boredom-specific TUT marker (TERM),pp.75-76 approx.,"Names tonic frontal/temporal theta increase, distinct from phasic alpha shared with the dislike control, as the study's proposed EEG-level marker for the task-unrelated-thought stage of boredom (FAITHFUL-Miyauchi & Kawasaki, pp.75-76 approx.).",bor-sec-29
bor-sec-29,instances-in-text,mind-wandering / task-unrelated thought,pp.72-74 approx.,"Concrete instantiation of the theorized TUT-appraisal model (Fig. 1): the melody-switching paradigm's boredom-vs-dislike key-press contrast is built specifically to isolate the TUT component from a shared appraisal component (FAITHFUL-Miyauchi & Kawasaki, pp.72-74 approx.).",bor-sec-29
bor-sec-29,cites-cluster-author,"Quentin Raffaelli, Caitlin Mills, Kalina Christoff (2017/2018) -- bor-sec-21",p.72 approx.,"Supplies the two-stage TUT-appraisal cognitive-process model of boredom that this study operationalizes and tests via EEG time-frequency analysis (FAITHFUL-Miyauchi & Kawasaki, p.72 approx.); this cluster's Strand C entry (bor-sec-21).",bor-sec-29
bor-sec-29,cites,Malcolm Mason et al. (2007),p.72 approx.,"'Wandering Minds' default-mode-network / stimulus-independent-thought framing, cited as background for task-unrelated thought as the presumed substrate of mind-wandering (FAITHFUL-Miyauchi & Kawasaki, p.72 approx.).",bor-sec-29
bor-sec-29,cites,Ian Oswald (1962),p.72 approx.,"Whole-brain alpha power in eyes-open conditions reflecting visual inattention and boredom, cited among prior EEG-boredom findings motivating this study's design (FAITHFUL-Miyauchi & Kawasaki, p.72 approx.).",bor-sec-29
bor-sec-29,cites,A.F. Tabatabaie et al. (2014),p.72 approx.,"Beta power in dorsolateral prefrontal cortex lower for self-reported boring vs. arousing music, cited among prior EEG-boredom findings motivating this study's during-vs-onset gap argument (FAITHFUL-Miyauchi & Kawasaki, p.72 approx.).",bor-sec-29
bor-sec-29,cites,Claire Braboszcz and Arnaud Delorme (2011),pp.75-76 approx.,"Theta increases associated with mind-wandering during low alertness, cited to corroborate this study's theta-as-TUT interpretation of the tonic frontal/temporal theta finding (FAITHFUL-Miyauchi & Kawasaki, pp.75-76 approx.).",bor-sec-29
bor-sec-29,cites,Sarah Koehler et al. (2009),pp.75-76 approx.,"Increased EEG theta power density reported in adult ADHD patients, invoked to explain the negative correlation this study observes between theta amplitude and ASRS score (FAITHFUL-Miyauchi & Kawasaki, pp.75-76 approx.).",bor-sec-29
bor-sec-29,cites,Masahiro Kawasaki et al. (2014),p.76 approx.,"Prior TMS work by one of the present authors, cited as the proposed future method for establishing causal (not merely correlational) links between oscillatory activity, attention, and boredom (FAITHFUL-Miyauchi & Kawasaki, p.76 approx.).",bor-sec-29
bor-sec-29,contests,"Eugenia Malkovsky, Colleen Merrifield, Yeva Goldberg, James Danckert (2012)",pp.75-76 approx.,"This study's positive ASRS-boredom-RT correlation (higher attention-deficit tendency, SLOWER onset of feeling bored) is presented as apparently contradicting Malkovsky et al.'s (2012) reported positive correlation between boredom proneness and attention-deficit symptoms (FAITHFUL-Miyauchi & Kawasaki, pp.75-76 approx.).",bor-sec-29
bor-sec-29,qualifies,situational vs. trait/state boredom,p.76 approx.,"Reconciles the apparent Malkovsky et al. (2012) contradiction (row above) by arguing the design measures the real-time occurrence/latency of boredom onset rather than trait-like boredom-proneness self-report -- a small-scale instance of the operationalization inconsistency this cluster's Raffaelli et al. entry (bor-sec-21) diagnoses field-wide (FAITHFUL-Miyauchi & Kawasaki, p.76 approx.).",bor-sec-29
bor-sec-29,concedes,self-report / survey scale,p.76 approx.,"Authors' own stated limitation: ASRS is a self-reported measure that may not accurately reflect the neural characteristics of attentional deficiency, alongside no emotional-preference control, small gender-imbalanced sample (N=15), unexcluded alternative mechanisms, and causal confirmation deferred to future TMS work (FAITHFUL-Miyauchi & Kawasaki, p.76 approx., Findings #5).",bor-sec-29
bor-sec-29,grounds-measure,****** UNVERIFIED: Boredom Experiment (VR Attention Study) -- EEG alpha/theta power channel,n/a,"P/anticipatory-application -- tonic frontal/temporal theta (6-8 Hz) as a boredom-specific marker, distinct from phasic alpha shared with a negative-appraisal control, is the strongest available candidate hypothesis for that future dataset's EEG channel; dataset entry not yet built as of 2026-07-14, so this mapping is a plausible future grounding, not a confirmed one.",bor-sec-29
bor-sec-29,bridges-to-part-iii,physiological channel discrimination between genuine boredom and generic negative affect,n/a,"P/anticipatory-application -- the theta/alpha dissociation offers a candidate discriminating signature between being genuinely bored and merely disliking a stimulus, relevant wherever a future physiological channel needs to distinguish TUT-driven boredom from generic negative affect rather than treating 'bored' and 'displeased' survey responses as interchangeable.",bor-sec-29
bor-sec-29,bridges-to-part-iii,Part III survey construct-operationalization caution (state-occurrence vs. trait-proneness measures),n/a,"P/anticipatory-application -- the ASRS-boredom-proneness discrepancy this paper reports is a small-scale instance of the operationalization inconsistency Raffaelli et al. (bor-sec-21) diagnose field-wide: a real-time, attentional-deficit-linked latency-to-feel-bored measure and a trait boredom-proneness self-report scale are not interchangeable and may correlate in opposite directions, a distinction Part III's survey should keep explicit.",bor-sec-29
bor-sec-29,bridges-to-part-iii,hypothesis-generating status of pilot-scale EEG findings (not a validated biomarker),n/a,"P/anticipatory-application -- given the pilot-scale sample (N=15) and single-paradigm (melody-switching, eyes-closed) design, Part III should treat these electrode/frequency findings as hypothesis-generating, not a validated biomarker for direct reuse.",bor-sec-29
bor-sec-23,bridges-to-fcm,fcm-04-first-form,FCM §§19-23 book pp.78-105 (cf. Murphy et al. p.278),"Train-station/airport-lounge example cited as the sole situative form; correctly reproduces its internal limbo/emptiness structure and applies it as the template for all superficial-boredom interview data (FAITHFUL-Murphy et al., p.278).",bor-sec-23
bor-sec-23,bridges-to-fcm,fcm-06-third-form,"FCM §§29-38 book pp.132-159 (cf. Murphy et al. p.278-279, 286-287)","Profound boredom cited via Heidegger's 'undifferentiated no one' (1995: 135) and 'this boredom wishes to tell us something,' glossed via Benjamin's dream-bird metaphor and Gardiner's 'utopian' reading (FAITHFUL-Murphy et al., p.278-279, 286).",bor-sec-23
bor-sec-23,bridges-to-fcm,fcm-07-particular-profound,"FCM epochal/historical material (cf. Murphy et al. p.279, citing Heidegger 1995 p.295 at p.287)","(P/anticipatory-application) Murphy et al.'s own stated aim is 'extending Heidegger's theory of boredom to analyse contemporary boredom in an era where digital technology is ubiquitous' (p.275); the 'Boredom and Time' subsection's question of whether profound boredom remains possible given digital distraction (Svendsen/Buchanan/Gardiner/Hand, p.279) belongs to fcm-07's epochal territory. NOTE: the p.295 citation for 'authentic being-in-the-world'/'moment of vision' (Murphy et al. p.287) falls outside the boredom-chapter page range established elsewhere in this cluster (book pp.78-168); flagged as an honest page-locus discrepancy, not silently reconciled.",bor-sec-23
bor-sec-23,treats-construct,profound/deep boredom (FCM 3rd form),"p.275, 285-287","Central positive construct: existential discomfort with one's sense of self that catalyzes discovery of new tribal passions (FAITHFUL-Murphy et al., p.275, 285-287).",bor-sec-23
bor-sec-23,treats-construct,being-bored-by (1st form),"p.278, 281-284","Only situative form cited by name/example; train-station/airport-lounge limbo-emptiness template applied throughout the superficial-boredom findings (FAITHFUL-Murphy et al., p.278).",bor-sec-23
bor-sec-23,treats-construct,monotony / meaninglessness,"p.276, 285","'Groundhog Day'-like monotony, life 'appeared on pause'; Catherine's account of lockdown 'at its worst' as a 'dull Groundhog Day' (FAITHFUL-Murphy et al., p.276, 285).",bor-sec-23
bor-sec-23,treats-construct,temporality of boredom (time-drag),"p.279, 282-286","Reframed via 'temporal regimes' (connectivity/acceleration vs. abundance-of-time); explicitly rejects a naive time-slows-down reading of Heidegger's 'feeling of time' claim (FAITHFUL-Murphy et al., p.279, citing Anderson 2004).",bor-sec-23
bor-sec-23,treats-construct,flow / engagement (contrast pole),"p.278, 288-289","Identifies and contests 'boredom is the opposite of a flow state' (Mathwick and Rigdon, 2004) as the dominant consumer-psychology framing; positions the generative reading of profound boredom as a corrective (FAITHFUL-Murphy et al., p.278, 288-289).",bor-sec-23
bor-sec-23,treats-construct,mind-wandering / task-unrelated thought,"p.278, 287-288","Thin treatment via Heath and Nixon's (2021) 'daydreaming' work, cited as both a negative-boredom symptom and a parallel mundane emotion for future research; not analyzed in the interview data itself (FAITHFUL-Murphy et al., p.278, 287-288).",bor-sec-23
bor-sec-23,treats-construct,boredom-as-regulatory-signal (functional account),"p.278-279, 288","(P/anticipatory-application) Not explicitly cited (Elpidorou's regulatory-theory literature absent from the reference list), but structurally paralleled: the 'utopian'/generative reading of profound boredom runs in the same direction as a functional/adaptive account, reached via Heidegger/Benjamin/Gardiner rather than cognitive-psychological regulatory theory.",bor-sec-23
bor-sec-23,operationalizes-measure,self-report / survey scale,p.280-281,"Semi-structured phenomenological interviews (Thompson et al., 1989 method); N=15 participants, 20 interviews (5 follow-up), 40-100 min, transcribed verbatim; not a validated psychometric instrument (FAITHFUL-Murphy et al., p.280-281).",bor-sec-23
bor-sec-23,construct-measured-by,monotony / meaninglessness,p.281-286,"Monotony/meaninglessness themes extracted from iterative coding of interview transcripts (35 first-order codes including 'social media consumption,' 'lack of fun,' 'time,' 'distraction,' 'restlessness') against Heidegger's typology and temporal-regimes literature (FAITHFUL-Murphy et al., p.281).",bor-sec-23
bor-sec-23,defines,mundane emotions (TERM),p.276,"Coins 'mundane emotions' to name the distinctive emotional textures that flow from everyday routines, positioning boredom as the paper's test case (FAITHFUL-Murphy et al., p.276).",bor-sec-23
bor-sec-23,instances-in-text,monotony / meaninglessness,p.285,"Catherine's account glossed: lockdown 'at its worst' as a 'dull Groundhog Day,' 'nothing exciting going on, day after day,' 'losing myself there for a while' instantiates the monotony/loss-of-self theme (FAITHFUL-survey-respondent via Murphy et al., p.285).",bor-sec-23
bor-sec-23,instances-in-text,temporality of boredom (time-drag),p.283-284,"Charlotte's account glossed: smartphone connectivity de-absorbs both partners from jointly watching a film, instantiating connectivity's fragmentation of shared attention/time (FAITHFUL-survey-respondent via Murphy et al., p.283-284).",bor-sec-23
bor-sec-23,instances-in-text,profound/deep boredom (FCM 3rd form),p.286-287,"Richard's account glossed ('an undifferentiated no one,' feeling empty, questioning who he is) and Darren's account glossed (quitting a call-centre job, rediscovering cycling, pursuing a new career) instantiate profound boredom's generative structure (FAITHFUL-survey-respondent via Murphy et al., p.286-287).",bor-sec-23
